"ID" "chr" "start" "end" "state" "median" "event_scale" "size" "num.marks" "arm.size.perc" "states2"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7p" 2679522 10453252 "5" 0.78625 "focal" 7773730 102 0.129346589018303 "amp"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7p" 10931943 23644708 "4" 0.6125 "focal" 12712765 82 0.2115268718802 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7p" 23679601 57419535 "3" 0.095 "large_scale" 33739934 318 0.561396572379368 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 63900313 64836882 "3" 0.175 "" 936569 19 0.00943684636957512 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 64852397 101238820 "4" 0.46875 "large_scale" 36386423 451 0.366628709459073 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 101239458 105522271 "3" -0.005 "" 4282813 70 0.0431535191861135 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 105530209 112896625 "2" -0.35625 "" 7366416 53 0.0742238277013013 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 112762377 139359566 "3" -0.150625 "focal" 26597189 216 0.267992626763808 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 139452690 149909704 "2" -0.45 "focal" 10457014 174 0.105364617665646 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 150000752 157518658 "3" -0.24625 "" 7517906 104 0.0757502372413639 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "7q" 157525783 159144867 "2" -0.8925 "" 1619084 13 0.0163138508400739 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8p" 202660 25424654 "1" -0.8875 "large_scale" 25221994 234 0.558008716814159 "del"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8p" 25425521 43202855 "2" -0.5725 "large_scale" 17777334 178 0.393303849557522 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8q" 47089572 77001044 "3" -0.22 "focal" 29911472 191 0.299298381458798 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8q" 77000170 91070583 "2" -0.5025 "focal" 14070413 82 0.140790524697575 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8q" 91070196 125351416 "3" -0.165 "large_scale" 34281220 231 0.343022692444992 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8q" 125430358 143901588 "2" -0.4875 "focal" 18471230 164 0.184825716452644 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8q" 143915153 144714845 "3" -0.25 "" 799692 56 0.00800183024311038 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "8q" 144720907 145066685 "2" -0.328125 "" 345778 16 0.00345990313495974 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9p" 14475 215893 "2" -0.4325 "" 201418 7 0.00468413953488372 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9p" 214854 19371945 "3" -0.0625 "large_scale" 19157091 108 0.445513744186047 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9p" 19375451 32568621 "2" -0.591875 "focal" 13193170 52 0.306817906976744 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9p" 32553001 35732195 "1" -0.73875 "" 3179194 104 0.0739347441860465 "del"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9p" 35732598 40579069 "2" -0.54625 "focal" 4846471 77 0.112708627906977 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9p" 40992245 43045120 "1" -0.77375 "" 2052875 25 0.0477412790697674 "del"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9q" 60943311 83279499 "1" -0.84875 "focal" 22336188 117 0.234144916012487 "del"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9q" 83275941 124771311 "2" -0.47375 "large_scale" 41495370 391 0.434986038063303 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9q" 124658412 137247770 "1" -0.785 "focal" 12589358 331 0.131971228553464 "del"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9q" 137250219 137459334 "2" -0.5825 "" 209115 12 0.00219210252492284 "neut"
"NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1" "9q" 137459952 138252994 "3" -0.109375 "" 793042 14 0.00831326959122904 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "10p" 46888 38452153 "3" 0.12375 "large_scale" 38405265 314 0.964956407035176 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "10q" 42254072 72013558 "3" 0.085 "focal" 29759486 268 0.316598959490612 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "10q" 72059034 76980624 "2" -0.33125 "" 4921590 92 0.0523587763928249 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "10q" 77730766 133642894 "3" -0.0775 "large_scale" 55912128 608 0.594826185764967 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11p" 127204 2444514 "3" -0.0975 "" 2317310 113 0.0433953183520599 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11p" 2444654 9606609 "4" 0.325 "focal" 7161955 143 0.134119007490637 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11p" 9660438 49434438 "3" 0.13 "large_scale" 39774000 303 0.744831460674157 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11q" 55883297 61969490 "3" 0.0125 "" 6086193 136 0.0745066064795775 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11q" 62011751 63834943 "2" -0.23625 "" 1823192 74 0.0223193462449702 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11q" 63838928 66336840 "3" -0.13375 "" 2497912 150 0.0305792054909554 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11q" 66334494 68213852 "2" -0.31125 "" 1879358 90 0.023006925173133 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11q" 68261338 130403657 "3" -0.08375 "large_scale" 62142319 704 0.760740467392568 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "11q" 130404923 134573056 "2" -0.2575 "" 4168133 28 0.0510258950357869 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12p" 12310 2746665 "3" -0.166875 "" 2734355 37 0.0770240845070422 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12p" 2752597 6964447 "2" -0.24375 "focal" 4211850 120 0.118643661971831 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12p" 6964949 10291284 "3" 0.19 "" 3326335 121 0.0936995774647887 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12p" 10332861 31006010 "4" 0.24625 "large_scale" 20673149 214 0.582342225352113 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12p" 31012503 34209675 "3" 0.1 "" 3197172 41 0.0900611830985916 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12q" 38155476 47906865 "3" -0.17625 "" 9751389 67 0.0997326329083757 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12q" 47963569 51060424 "2" -0.244375 "" 3096855 108 0.0316731803936309 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12q" 51061205 56144674 "3" -0.15375 "" 5083469 182 0.0519913365858041 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12q" 56118260 57846729 "2" -0.21875 "" 1728469 100 0.0176779702122956 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12q" 57824609 121783001 "3" -0.10625 "large_scale" 63958392 611 0.654136434383449 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "12q" 121777754 133214832 "2" -0.2425 "focal" 11437078 195 0.116973069346168 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "13q" 18206570 114244561 "3" 0.11125 "large_scale" 96037991 628 0.993520494964802 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "13q" 114265096 114346637 "4" 0.455625 "" 81541 6 0.000843547994250785 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "14q" 19062316 21826075 "3" -0.02375 "" 2763759 63 0.0307618502609164 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "14q" 21841240 24239242 "2" -0.30125 "" 2398002 133 0.026690814376137 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "14q" 24238286 92748679 "3" 0.07375 "large_scale" 68510393 667 0.76255073281807 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "14q" 92794305 104180894 "4" 0.265 "focal" 11386589 176 0.126737731401543 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "14q" 104137150 105100131 "3" -0.01375 "" 962981 27 0.0107184010350061 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "14q" 105095045 106875071 "1" -0.97625 "" 1780026 91 0.0198124703610329 "del"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "15q" 20228620 23368341 "4" 0.36 "" 3139721 31 0.0378319799707894 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "15q" 23430839 42724922 "3" 0.04375 "focal" 19294083 267 0.232483510990546 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "15q" 42726583 51901123 "4" 0.24125 "focal" 9174540 139 0.110548361947194 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "15q" 51907200 92574529 "3" 0.13125 "large_scale" 40667329 670 0.490019838130045 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "15q" 92580741 100876836 "4" 0.3025 "" 8296095 85 0.0999635636019144 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "15q" 100861843 101976266 "3" 0.03 "" 1114423 32 0.0134282086258579 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "16p" 11555 11381662 "3" -0.13625 "focal" 11370107 377 0.308970298913043 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "16p" 11254417 19184060 "2" -0.24875 "focal" 7929643 113 0.215479429347826 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "16p" 19285731 35786887 "3" -0.159375 "large_scale" 16501156 396 0.44840097826087 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "16q" 46578591 89564542 "3" -0.0425 "large_scale" 42985951 670 0.802900257749843 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "16q" 89561434 90175865 "2" -0.2825 "" 614431 34 0.0114764660730547 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17p" 64099 1684867 "4" 0.34625 "" 1620768 44 0.0645724302788845 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17p" 1684457 22205009 "3" 0.03375 "large_scale" 20520552 563 0.81755187250996 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17q" 27237859 28365199 "3" 0.02375 "" 1127340 33 0.0193842779292851 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17q" 28364288 32412420 "2" -0.39125 "" 4048132 149 0.0696064326489193 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17q" 32423971 37387926 "3" -0.125 "" 4963955 114 0.0853537383118353 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17q" 37406886 56961050 "2" -0.27625 "large_scale" 19554164 504 0.336228067531376 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17q" 56939932 81721016 "3" -0.0525 "large_scale" 24781084 543 0.426103411255664 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "17q" 81804132 83240804 "2" -0.30125 "" 1436672 84 0.0247031501953465 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "18p" 47221 10709599 "4" 0.245625 "large_scale" 10662378 105 0.576344756756757 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "18p" 10724619 14632806 "3" 0.1825 "focal" 3908187 60 0.211253351351351 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "18q" 20944612 80202992 "3" -0.045 "large_scale" 59258380 379 0.957737737700528 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19p" 60951 6077120 "3" 0.1025 "focal" 6016169 271 0.229624770992366 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19p" 6072823 11216168 "4" 0.31125 "focal" 5143345 194 0.196310877862595 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19p" 11208195 24163484 "3" 0.0475 "large_scale" 12955289 489 0.494476679389313 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19q" 27681072 35996312 "3" -0.0075 "focal" 8315240 155 0.256503747838829 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19q" 36003307 38109533 "2" -0.26125 "" 2106226 83 0.0649716499819111 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19q" 38184376 50490871 "3" 0.02375 "large_scale" 12306495 559 0.379623689786442 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19q" 50480119 55149206 "4" 0.215625 "focal" 4669087 237 0.144029314185226 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "19q" 55151767 58599355 "3" 0.04375 "focal" 3447588 193 0.106349214575187 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1p" 14404 16008807 "3" -0.1275 "focal" 15994403 355 0.129614286871961 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1p" 16014028 21267251 "2" -0.345 "" 5253223 105 0.0425706888168558 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1p" 21293290 40097260 "3" -0.09125 "focal" 18803970 417 0.152382252836305 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1p" 40161387 44778456 "2" -0.2525 "" 4617069 116 0.0374154700162075 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1p" 44778390 61725423 "3" 1.38777878078145e-17 "focal" 16947033 227 0.137334141004862 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1p" 61741998 87169198 "4" 0.27375 "focal" 25427200 172 0.20605510534846 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1p" 87328880 121568791 "3" 0.03625 "focal" 34239911 385 0.277470915721232 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1q" 143735983 144546786 "3" -0.098125 "" 810803 12 0.00645767844515353 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1q" 144716025 150164720 "2" -0.21375 "" 5448695 127 0.0433963863672382 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1q" 150173049 220144351 "3" -0.1275 "large_scale" 69971302 992 0.557289709960037 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1q" 220148293 235504452 "2" -0.3975 "focal" 15356159 228 0.122304847138763 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1q" 235547685 248825915 "3" 0.0325 "focal" 13278230 119 0.105755084355621 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "1q" 248826377 248937043 "1" -0.80375 "" 110666 5 0.000881404536997717 "del"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "20p" 270863 675800 "2" -0.255 "" 404937 13 0.0144105693950178 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "20p" 760080 26196891 "3" -0.1025 "large_scale" 25436811 271 0.905224590747331 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "20q" 28563850 41366818 "2" -0.22375 "large_scale" 12802968 206 0.352270228122163 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "20q" 41402083 62447677 "3" -0.13375 "large_scale" 21045594 261 0.579063870139051 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "20q" 62463497 64304820 "2" -0.35375 "" 1841323 77 0.0506635081222249 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "21p" 5022531 9838011 "4" 0.29375 "large_scale" 4815480 20 0.40129 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "21q" 13843133 26471698 "4" 0.25375 "large_scale" 12628565 46 0.36383091861497 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "21q" 26393635 36487760 "3" 0.0175 "focal" 10094125 115 0.290813308666847 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "21q" 36485983 46132848 "4" 0.2625 "focal" 9646865 184 0.277927678616264 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "21q" 46136160 46669249 "3" 0.15 "" 533089 19 0.0153583768681189 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22p" 11827523 12626642 "4" 1.07875 "" 799119 3 0.0532746 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 15784959 18131720 "3" -0.03875 "" 2346761 41 0.0655181846415095 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 18081466 31120069 "2" -0.3725 "large_scale" 13038603 406 0.364019002711115 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 31122731 42432403 "3" -0.06875 "focal" 11309672 266 0.315749741167043 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 42438023 50799123 "2" -0.3625 "focal" 8361100 167 0.233429860819285 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 38814 20225433 "4" 0.30625 "focal" 20186619 139 0.214979968051118 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 20239892 87021852 "3" 0.01625 "large_scale" 66781960 659 0.711202981895634 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 87030675 91748986 "2" -0.3225 "" 4718311 80 0.0502482534611289 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 94193659 102736888 "2" -0.2775 "" 8543229 128 0.0576102616048742 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 102736905 241804287 "3" 0.06375 "large_scale" 139067382 1149 0.937784561051211 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 241808312 242130807 "1" -0.815625 "" 322495 13 0.00217470716473407 "del"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 109707 6773343 "4" 0.34875 "" 6663636 26 0.0733073267326733 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 7951263 14556075 "3" 0.12125 "" 6604812 103 0.072660198019802 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 14651762 45948351 "4" 0.2325 "large_scale" 31296589 283 0.344296908690869 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 45995958 69968336 "3" 0.00124999999999999 "focal" 23972378 341 0.263722530253025 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 70954693 89482134 "4" 0.24125 "focal" 18527441 57 0.203822233223322 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 91374236 111976517 "4" 0.32125 "focal" 20602281 89 0.191835502248282 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 111979010 157231208 "3" 0.1075 "large_scale" 45252198 480 0.421360048975582 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 157234580 177940299 "4" 0.290625 "focal" 20705719 115 0.192798651944258 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 178164008 197646017 "3" 0.10875 "focal" 19482009 273 0.181404232925497 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 197649303 198222513 "4" 0.59 "" 573210 15 0.00533737153879892 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4p" 53286 49561470 "3" -0.07125 "large_scale" 49508184 369 0.99016368 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 51843000 184016382 "3" 0.02875 "large_scale" 132173382 771 0.942650939483422 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 184072403 190022665 "4" 0.35625 "" 5950262 57 0.0424368354626237 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5p" 92168 45696498 "2" -0.2175 "large_scale" 45604330 288 0.934514959016393 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 50396192 55944733 "2" -0.35875 "" 5548541 43 0.0418006160529799 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 55995153 139384553 "3" -0.0225 "large_scale" 83389400 607 0.628224301179059 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 139387467 160119450 "4" 0.3225 "focal" 20731983 314 0.156186943810978 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 160187367 178232802 "3" 0.085625 "focal" 18045435 160 0.135947504027456 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 178237476 181324685 "2" -0.23875 "" 3087209 75 0.0232578687053595 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 285443 42693505 "3" 0.01375 "large_scale" 42408062 783 0.70916491638796 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 42696598 46704319 "2" -0.225 "" 4007721 87 0.067018745819398 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 46704201 58438364 "3" -0.064375 "focal" 11734163 84 0.196223461538462 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6q" 60353963 166465383 "3" 0.00624999999999999 "large_scale" 106111420 659 0.955907248923952 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6q" 166583009 170179660 "2" -0.2325 "" 3596651 55 0.0324005160118447 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6q" 170266669 170584692 "3" 0.00999999999999999 "" 318023 10 0.00286491775366442 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7p" 19018 7104482 "2" -0.3325 "focal" 7085464 136 0.117894575707155 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7p" 7156934 57419535 "3" 0.05625 "large_scale" 50262601 425 0.83631615640599 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 63900313 64833681 "3" -0.1725 "" 933368 18 0.00940459317175519 "neut"
