GENE_ID	NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1	NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1	NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1	NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1	NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1	NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1	NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1	NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1
ENSG00000261069	4	3	28	6	45	31	10	28
ENSG00000261070	5	0	0	2	1	2	0	14
ENSG00000261071	105	297	82	108	82	53	66	89
ENSG00000261072	0	0	1	0	1	1	0	0
ENSG00000261075	0	0	0	0	0	0	0	0
ENSG00000261076	0	0	1	2	3	0	0	3
ENSG00000261077	0	0	0	0	0	0	0	0
ENSG00000261078	0	0	0	0	1	0	0	0
ENSG00000261079	25	26	34	29	52	33	21	26
ENSG00000261080	2	0	0	0	0	0	3	0
ENSG00000261081	0	0	0	0	0	0	0	2
ENSG00000261082	0	3	3	0	5	0	0	1
ENSG00000261083	32	33	43	53	29	41	10	69
ENSG00000261084	0	2	0	0	0	1	0	0
ENSG00000261087	476	884	630	188	729	657	257	562
ENSG00000261089	1	65	11	11	7	3	0	24
ENSG00000261090	2	0	0	0	2	5	3	0
ENSG00000261092	0	0	0	2	0	0	0	0
ENSG00000261093	850	742	1266	1035	1689	1017	510	1027
ENSG00000261094	236	422	341	194	263	156	186	214
ENSG00000261095	2	3	0	0	0	1	0	0
ENSG00000261096	13	9	15	8	37	8	2	29
ENSG00000261097	3	0	6	1	1	1	3	0
ENSG00000261098	330	165	396	138	422	414	248	218
ENSG00000261101	14	6	10	10	6	19	1	11
ENSG00000261102	0	0	0	0	1	0	0	0
ENSG00000261103	7	107	3	0	1	1	3	0
ENSG00000261104	9	84	16	196	2	10	0	5
ENSG00000261105	51	37	33	88	78	113	53	148
ENSG00000261108	0	0	0	0	0	0	0	0
ENSG00000261111	0	0	0	0	0	0	0	0
ENSG00000261113	267	520	514	116	402	197	201	210
ENSG00000261114	79	141	284	183	591	298	144	199
ENSG00000261115	64	32	159	69	140	53	191	126
ENSG00000261116	21	33	49	18	52	5	3	3
ENSG00000261117	17	2	7	2	22	4	3	2
ENSG00000261118	45	105	137	121	105	52	14	59
ENSG00000261120	5	0	4	1	4	1	6	0
ENSG00000261121	0	28	4	7	5	0	0	40
ENSG00000261122	0	6	0	0	0	0	0	0
ENSG00000261123	69	253	254	231	173	91	30	185
ENSG00000261124	6	9	11	10	9	8	1	43
ENSG00000261126	120	472	221	166	150	143	82	291
ENSG00000261127	0	0	0	0	0	0	0	0
ENSG00000261129	0	0	0	0	0	0	0	0
ENSG00000261130	34	94	175	37	85	48	59	58
ENSG00000261131	6	9	38	19	30	24	5	25
ENSG00000261135	1	45	40	27	7	4	4	17
ENSG00000261136	45	156	112	61	89	25	18	79
ENSG00000261140	2	8	11	7	11	10	2	2
ENSG00000261141	51	18	68	43	32	59	15	66
ENSG00000261143	9303	380	15626	180	15688	7117	6855	224
ENSG00000261144	0	0	0	0	0	0	0	0
ENSG00000261145	1	0	8	3	1	2	1	1
ENSG00000261146	0	12	0	0	2	12	3	320
ENSG00000261147	6064	9240	6174	3463	4899	4431	4808	3745
ENSG00000261150	2325	5752	1589	3404	1530	6144	902	1771
ENSG00000261151	0	0	0	1	0	0	0	0
ENSG00000261153	0	0	0	0	0	0	0	0
ENSG00000261154	0	0	0	0	0	0	0	0
ENSG00000261156	3	0	2	0	1	0	1	1
ENSG00000261158	7	0	15	0	9	2	9	1
ENSG00000261159	46	98	41	23	34	23	21	24
ENSG00000261161	0	0	0	0	0	2	0	0
ENSG00000261166	0	0	2	0	0	0	0	0
ENSG00000261167	177	209	226	124	253	179	115	234
ENSG00000261168	22	14	19	7	11	15	33	13
ENSG00000261170	25	12	37	29	32	25	20	25
ENSG00000261172	81	141	86	40	99	128	177	198
ENSG00000261173	11	29	19	17	15	14	9	10
ENSG00000261174	0	1	0	5	0	0	0	1
ENSG00000261175	9	2	42	16	19	11	4	9
ENSG00000261177	1	0	3	0	0	0	0	0
ENSG00000261178	0	0	0	0	0	0	0	0
ENSG00000261181	0	0	0	0	0	0	0	0
ENSG00000261182	0	0	0	0	0	0	0	0
ENSG00000261183	727	2534	703	361	492	477	689	380
ENSG00000261184	0	0	0	0	0	0	0	0
ENSG00000261186	10	75	51	31	22	12	17	37
ENSG00000261187	66	90	86	19	71	47	31	52
ENSG00000261188	120	479	434	417	169	117	92	422
ENSG00000261189	33	135	70	137	22	6	33	21
ENSG00000261190	0	0	0	0	0	0	0	0
ENSG00000261191	0	0	0	0	1	0	0	0
ENSG00000261192	17	36	26	349	29	7	8	3
ENSG00000261193	9	3	2	2	7	4	7	1
ENSG00000261194	0	0	0	0	0	0	0	0
ENSG00000261195	5	5	3	6	17	1	1	2
ENSG00000261196	0	1	0	0	0	0	0	0
ENSG00000261197	0	0	0	0	0	0	0	0
ENSG00000261198	0	0	0	0	0	0	0	0
ENSG00000261199	0	0	0	1	0	0	0	0
ENSG00000261200	0	0	0	0	0	0	0	0
ENSG00000261202	3	2	8	4	2	2	4	2
ENSG00000261203	0	2	0	0	0	0	0	0
ENSG00000261204	2	7	4	2	8	0	2	10
ENSG00000261205	0	0	0	0	0	0	0	0
ENSG00000261206	0	0	1	0	0	0	0	0
ENSG00000261207	61	107	137	95	138	85	39	274
ENSG00000261208	9	3	25	4	57	33	8	3
ENSG00000261209	1	10	1	0	2	1	0	11
ENSG00000261210	34	10	22	10	56	45	9	1217
ENSG00000261211	47	326	81	175	131	171	34	527
ENSG00000261213	0	0	0	0	0	0	0	0
ENSG00000261215	122	243	184	81	109	103	112	80
ENSG00000261216	24	16	6	10	15	16	14	16
ENSG00000261217	0	17	2	1	0	1	0	0
ENSG00000261218	11	36	62	61	56	24	23	16
ENSG00000261219	0	1	0	0	3	4	4	0
ENSG00000261220	190	232	158	49	213	172	159	51
ENSG00000261221	1918	5373	3630	1892	3779	2432	1709	1959
ENSG00000261222	57	4	98	17	73	66	173	9
ENSG00000261226	7	1	33	9	33	24	19	1
ENSG00000261227	5	1	1	0	1	0	2	2
ENSG00000261229	22	9	9	16	12	18	12	10
ENSG00000261231	6	8	9	13	5	30	4	14
ENSG00000261232	0	0	0	0	0	0	0	0
ENSG00000261233	0	0	0	0	0	0	0	0
ENSG00000261234	0	1	3	0	6	4	3	3
ENSG00000261235	6	170	27	10	11	11	3	1
ENSG00000261236	2294	4951	1923	5070	2188	4075	1560	3416
ENSG00000261238	0	0	0	0	0	0	0	0
ENSG00000261239	0	0	0	0	0	0	0	0
ENSG00000261240	6	20	51	29	24	20	12	60
ENSG00000261241	0	4	2	14	5	3	0	0
ENSG00000261242	9	8	8	4	2	6	3	4
ENSG00000261243	5	18	12	16	14	13	5	27
ENSG00000261244	0	1	5	7	4	0	0	2
ENSG00000261245	7	5	14	14	22	31	7	7
ENSG00000261247	8	28	14	3	16	15	4	6
ENSG00000261248	0	0	1	3	2	0	0	3
ENSG00000261249	0	0	0	0	0	0	0	0
ENSG00000261250	0	0	0	0	0	0	0	0
ENSG00000261251	13	48	56	24	23	14	13	38
ENSG00000261253	37	605	25	23	27	46	21	2
ENSG00000261257	169	11	14	5	13	42	42	3
ENSG00000261259	0	0	0	0	0	0	0	0
ENSG00000261260	2	7	1	7	7	25	0	8
ENSG00000261261	0	0	0	0	0	0	0	0
ENSG00000261263	0	0	0	0	0	0	0	0
ENSG00000261265	23	12	2	3	14	13	0	15
ENSG00000261266	7	104	34	31	23	20	1	45
ENSG00000261267	9	0	8	14	25	13	8	4
ENSG00000261268	0	0	4	0	0	6	0	1
ENSG00000261269	461	258	991	240	1873	1067	211	180
ENSG00000261270	83	160	309	175	597	311	132	219
ENSG00000261272	273	2	0	1112	8	64	42	17
ENSG00000261273	0	0	1	2	2	0	0	0
ENSG00000261274	0	0	0	0	0	0	0	0
ENSG00000261275	0	0	0	0	0	0	0	0
ENSG00000261276	37	9	72	6	38	24	49	11
ENSG00000261278	0	4	0	5	1	1	1	0
ENSG00000261279	3	1	0	0	2	1	0	2
ENSG00000261281	0	0	0	0	0	0	0	0
ENSG00000261282	0	0	0	0	0	0	0	0
ENSG00000261284	0	0	0	0	0	0	0	0
ENSG00000261285	0	0	0	0	0	0	0	0
ENSG00000261286	1751	2011	1341	1258	1111	1335	936	853
ENSG00000261288	3	4	4	1	1	0	1	1
ENSG00000261289	0	0	0	0	0	0	0	0
ENSG00000261290	0	2	0	0	0	1	1	0
ENSG00000261291	1	6	0	10	8	12	2	1
ENSG00000261292	0	1	9	0	13	6	4	1
ENSG00000261293	1	8	0	1	3	0	4	0
ENSG00000261294	8	5	25	10	14	6	17	5
ENSG00000261296	6	48	9	5	4	5	0	0
ENSG00000261298	0	0	0	1	0	0	0	3
ENSG00000261299	0	0	0	0	0	0	0	0
ENSG00000261302	7	11	15	11	12	6	1	14
ENSG00000261303	0	9	0	2	1	1	0	0
ENSG00000261304	1	0	0	0	0	0	0	0
ENSG00000261305	18	21	52	6	34	11	8	7
ENSG00000261307	0	0	0	0	0	4	0	0
ENSG00000261308	227	300	495	1954	200	259	153	607
ENSG00000261310	0	0	0	0	0	0	0	0
ENSG00000261312	148	346	520	572	431	290	135	864
ENSG00000261313	0	0	2	0	3	0	0	0
ENSG00000261314	0	0	0	2	2	18	0	0
ENSG00000261315	1	0	0	6	0	1	1	2
ENSG00000261316	0	0	0	0	1	0	0	0
ENSG00000261318	0	9	4	0	4	2	0	6
ENSG00000261319	0	6	0	0	0	0	0	8
ENSG00000261320	6	39	14	9	4	10	2	26
ENSG00000261324	314	631	414	217	486	235	191	467
ENSG00000261325	0	0	0	0	0	9	0	1
ENSG00000261326	758	1340	1100	1287	1360	1171	375	2263
ENSG00000261327	13	13	8	80	12	2	12	93
ENSG00000261329	16	20	42	48	34	37	21	46
ENSG00000261330	1	0	0	1	0	0	1	0
ENSG00000261332	6	4	30	4	9	10	10	1
ENSG00000261333	0	2	2	2	0	1	0	0
ENSG00000261334	17	17	9	44	4	10	7	1
ENSG00000261335	29	52	79	65	49	34	28	38
ENSG00000261336	1	11	1	6	3	1	1	1
ENSG00000261338	515	208	304	70	496	249	311	142
ENSG00000261340	15	0	29	4	28	13	9	11
ENSG00000261341	10	0	7	4	10	36	9	3
ENSG00000261342	22	43	32	20	32	16	25	39
ENSG00000261346	13	2	47	27	59	28	23	13
ENSG00000261347	3	0	3	0	0	0	0	0
ENSG00000261348	0	0	1	0	2	0	0	0
ENSG00000261349	14	17	48	72	0	0	6	36
ENSG00000261350	0	0	0	0	0	0	0	0
ENSG00000261351	876	695	718	628	973	964	791	566
ENSG00000261356	0	0	0	0	0	0	0	0
ENSG00000261357	10	33	12	14	15	9	16	26
ENSG00000261359	337	388	370	130	543	197	245	188
ENSG00000261360	21	217	52	66	48	18	13	62
ENSG00000261362	0	0	0	0	0	0	0	0
ENSG00000261363	0	0	2	0	5	0	0	3
ENSG00000261364	0	0	0	0	0	0	0	0
ENSG00000261365	0	0	0	0	0	0	0	0
ENSG00000261366	25	66	73	44	79	42	18	109
ENSG00000261367	12	3	17	11	17	10	3	14
ENSG00000261368	0	0	0	0	1	0	0	0
ENSG00000261369	4	1	1	1	0	2	0	2
ENSG00000261371	44113	12760	61437	8179	63021	65305	44468	11083
ENSG00000261373	561	1588	501	1801	686	623	244	346
ENSG00000261375	11	60	0	0	7	9	0	0
ENSG00000261376	0	0	0	0	0	0	0	0
ENSG00000261377	52	113	62	79	10	32	22	315
ENSG00000261379	1	3	4	2	23	11	4	5
ENSG00000261382	0	5	1	0	0	0	0	0
ENSG00000261384	0	0	0	0	0	0	0	2
ENSG00000261385	363	989	237	331	155	150	227	561
ENSG00000261386	84	99	56	16	57	33	32	23
ENSG00000261390	50	93	73	19	51	23	23	5
ENSG00000261391	0	0	0	0	0	0	0	0
ENSG00000261392	0	0	3	0	0	1	0	0
ENSG00000261393	1	1	3	0	3	0	0	2
ENSG00000261394	4	0	0	1	6	2	0	0
ENSG00000261395	0	0	5	24	0	2	0	0
ENSG00000261396	59	5	27	15	20	23	31	10
ENSG00000261397	0	0	0	0	0	0	0	0
ENSG00000261398	0	0	0	0	0	0	0	0
ENSG00000261399	0	12	1	4	3	1	0	6
ENSG00000261400	0	0	0	0	0	0	0	0
ENSG00000261401	0	1	0	0	1	0	0	0
ENSG00000261402	0	1	0	0	1	0	0	1
ENSG00000261403	1	0	2	0	1	0	1	0
ENSG00000261404	5	24	25	8	11	3	5	6
ENSG00000261405	0	0	0	0	0	0	0	1
ENSG00000261407	1	0	0	1	1	6	2	1
ENSG00000261408	2430	4057	2379	1634	2287	1906	1899	3934
ENSG00000261410	0	0	0	0	6	0	0	0
ENSG00000261411	2	0	0	0	0	0	0	0
ENSG00000261416	106	77	259	214	355	124	144	225
ENSG00000261418	15	59	3	1	0	0	0	1
ENSG00000261419	0	5	11	3	2	7	4	1
ENSG00000261420	12	44	34	43	28	9	3	53
ENSG00000261421	0	0	0	0	0	0	0	0
ENSG00000261423	376	441	300	363	488	482	265	318
ENSG00000261424	1	2	2	4	1	2	0	2
ENSG00000261426	0	0	0	0	0	0	0	0
ENSG00000261427	66	73	94	111	95	70	32	94
ENSG00000261429	4	1	0	0	4	5	31	0
ENSG00000261430	0	6	4	2	3	5	0	0
ENSG00000261431	3	2	3	0	1	0	2	1
ENSG00000261432	0	0	1	1	0	6	0	0
ENSG00000261433	17	17	10	5	16	13	9	8
ENSG00000261434	2	6	0	1	1	0	2	1
ENSG00000261435	2	0	5	4	4	0	0	1
ENSG00000261436	0	0	0	0	0	0	0	0
ENSG00000261437	86	320	121	169	135	75	68	192
ENSG00000261439	0	0	0	0	0	0	0	1
ENSG00000261440	0	0	0	0	0	0	0	0
ENSG00000261441	11	27	10	14	15	1	14	6
ENSG00000261442	25	10	7	10	10	22	5	11
ENSG00000261444	1	0	1	0	0	2	1	0
ENSG00000261445	0	0	0	0	0	0	0	0
ENSG00000261446	0	0	0	0	0	0	0	0
ENSG00000261447	3	1	3	0	0	1	5	3
ENSG00000261448	11	5	18	20	72	10	13	18
ENSG00000261449	0	0	1	1	0	1	1	0
ENSG00000261451	17	14	11	9	16	26	11	11
ENSG00000261453	0	0	1	7	2	2	1	2
ENSG00000261455	273	422	734	488	588	314	466	323
ENSG00000261456	4	106	44	69	12	4	6	64
ENSG00000261457	18	8	7	4	9	8	14	6
ENSG00000261458	0	0	0	0	2	1	2	0
ENSG00000261459	365	465	651	319	536	401	287	410
ENSG00000261460	2428	5155	2546	1557	2879	1422	1447	1974
ENSG00000261461	2	11	7	4	7	6	7	2
ENSG00000261462	2	0	0	0	0	0	3	4
ENSG00000261465	164	238	168	121	120	89	110	165
ENSG00000261466	0	0	0	0	0	0	0	0
ENSG00000261467	2	0	2	1	2	11	0	0
ENSG00000261468	293	118	260	71	488	405	392	61
ENSG00000261469	26	64	44	34	62	23	26	16
ENSG00000261470	0	0	0	0	0	0	0	0
ENSG00000261471	8	1	22	29	33	0	11	11
ENSG00000261472	0	0	2	0	2	1	7	1
ENSG00000261474	130	251	306	109	224	168	57	157
ENSG00000261475	0	1	0	0	0	0	0	0
ENSG00000261476	8	2	5	6	12	5	0	3
ENSG00000261478	0	0	0	0	0	0	0	0
ENSG00000261480	3	10	6	5	9	10	1	1
ENSG00000261481	4	1	1	1	2	0	0	1
ENSG00000261482	0	0	0	0	0	0	0	0
ENSG00000261485	133	129	161	57	144	91	99	65
ENSG00000261486	0	0	0	0	0	0	0	0
ENSG00000261487	123	163	203	81	227	115	124	89
ENSG00000261488	756	533	263	151	336	653	552	426
ENSG00000261489	9	4	5	2	9	8	1	8
ENSG00000261491	0	0	0	1	1	0	0	0
ENSG00000261497	0	0	0	0	0	0	0	0
ENSG00000261498	0	0	0	0	0	2	0	0
ENSG00000261499	42	36	47	133	38	20	20	76
ENSG00000261501	1	3	0	0	1	2	0	1
ENSG00000261502	1	12	1	1	2	0	0	0
ENSG00000261504	22	27	29	15	19	14	29	10
ENSG00000261505	1658	3070	1813	1179	1904	2275	1144	2801
ENSG00000261507	0	0	0	0	0	0	0	0
ENSG00000261509	0	0	0	0	0	0	0	0
ENSG00000261511	0	0	0	0	0	0	0	0
ENSG00000261512	423	439	419	279	495	279	361	249
ENSG00000261513	7	5	21	6	16	10	8	2
ENSG00000261514	0	0	0	2	0	0	0	0
ENSG00000261515	0	2	0	0	0	0	0	0
ENSG00000261517	0	0	0	0	0	0	0	0
ENSG00000261519	54	80	150	87	129	68	46	48
ENSG00000261520	0	10	1	0	1	1	2	0
ENSG00000261522	0	9	1	0	0	0	0	0
ENSG00000261523	0	0	0	1	0	0	0	0
ENSG00000261524	0	0	0	0	0	0	0	0
ENSG00000261526	299	530	447	197	445	284	319	552
ENSG00000261527	9	6	10	14	7	6	5	11
ENSG00000261528	13	10	7	6	11	21	4	10
ENSG00000261529	0	0	0	0	2	4	0	1
ENSG00000261532	118	181	147	37	123	108	80	176
ENSG00000261535	1	5	16	7	9	3	6	1
ENSG00000261536	0	0	0	0	0	0	0	0
ENSG00000261537	5	8	3	0	3	1	0	1
ENSG00000261538	0	0	0	0	0	0	0	0
ENSG00000261540	0	0	0	0	0	0	0	0
ENSG00000261541	0	0	0	0	0	0	0	1
ENSG00000261542	123	93	78	51	76	81	92	37
ENSG00000261543	0	0	0	0	2	0	0	2
ENSG00000261544	4	1	1	0	1	1	1	0
ENSG00000261546	25	55	53	28	50	39	13	22
ENSG00000261548	5	0	0	4	6	2	3	1
ENSG00000261549	4	7	6	5	7	6	9	2
ENSG00000261552	146	155	273	95	306	125	134	70
ENSG00000261553	4532	1598	2941	2461	3359	3605	1434	1144
ENSG00000261554	0	0	0	0	0	0	0	0
ENSG00000261555	2	0	1	0	0	0	0	0
ENSG00000261556	104	233	257	179	247	127	136	228
ENSG00000261557	4	7	4	10	3	3	6	14
ENSG00000261558	0	0	1	0	1	6	1	0
ENSG00000261559	2	2	7	1	5	5	0	3
ENSG00000261560	199	133	46	83	117	174	102	95
ENSG00000261561	0	0	0	0	0	0	0	0
ENSG00000261564	0	0	0	0	0	0	0	1
ENSG00000261566	0	41	0	0	0	0	0	0
ENSG00000261569	0	0	0	0	0	0	0	0
ENSG00000261570	0	1	5	1	7	0	2	0
ENSG00000261572	408	419	528	173	283	406	210	207
ENSG00000261573	1	0	0	1	2	2	1	1
ENSG00000261575	0	0	9	5	3	2	2	8
ENSG00000261578	189	1087	109	91	107	188	373	112
ENSG00000261580	0	0	0	0	0	0	0	0
ENSG00000261581	0	0	1	0	0	0	1	2
ENSG00000261582	555	1101	503	943	507	492	449	545
ENSG00000261583	1	44	78	35	7	0	0	0
ENSG00000261584	8	7	3	1	7	3	4	5
ENSG00000261586	109	155	199	693	77	96	79	252
ENSG00000261587	33	42	45	119	36	29	29	26
ENSG00000261588	0	14	9	7	4	4	2	20
ENSG00000261590	0	0	0	0	0	0	0	0
ENSG00000261592	16	30	15	25	31	22	23	16
ENSG00000261593	0	3	0	0	0	0	0	0
ENSG00000261594	21	14	43	43	103	41	22	35
ENSG00000261595	0	1	2	1	1	2	0	0
ENSG00000261596	44	35	48	32	75	43	39	37
ENSG00000261599	2	2	0	0	0	3	0	1
ENSG00000261600	103	32	29	57	16	28	42	100
ENSG00000261602	72	4356	146	1134	120	1006	25	24
ENSG00000261603	13	29	40	5	32	18	6	24
ENSG00000261604	2204	729	1299	887	1253	790	1226	330
ENSG00000261606	32	21	32	14	31	46	3	4
ENSG00000261607	0	0	0	0	0	0	0	0
ENSG00000261608	0	0	0	0	0	0	0	0
ENSG00000261609	1044	2664	1120	2776	1340	1741	737	772
ENSG00000261610	1	6	5	1	1	1	1	14
ENSG00000261611	1698	2565	1862	935	2233	1710	1384	792
ENSG00000261612	22	27	12	15	9	9	13	14
ENSG00000261613	92	241	50	19	61	40	5	1
ENSG00000261614	19	16	14	19	5	11	16	3
ENSG00000261615	0	0	4	6	1	0	0	0
ENSG00000261616	123	163	162	69	174	119	91	193
ENSG00000261617	3	1	5	0	3	0	1	3
ENSG00000261618	2373	26	214	79	326	911	1937	43
ENSG00000261620	0	23	1	0	1	0	1	0
ENSG00000261623	0	0	0	0	0	0	0	0
ENSG00000261624	0	0	0	0	0	0	0	0
ENSG00000261625	54	8	124	18	62	54	49	15
ENSG00000261627	3	0	0	0	2	2	1	0
ENSG00000261628	0	0	0	2	3	2	1	9
ENSG00000261629	0	0	0	0	1	0	0	0
ENSG00000261630	3	3	0	0	1	0	0	0
ENSG00000261632	2	3	1	0	12	8	1	3
ENSG00000261633	6	11	0	13	6	8	9	14
ENSG00000261634	121	469	490	69	439	29	78	292
ENSG00000261635	0	2	1	3	1	0	0	0
ENSG00000261636	0	0	0	0	0	0	0	0
ENSG00000261637	0	0	0	0	0	0	0	0
ENSG00000261638	2	0	0	0	0	2	0	0
ENSG00000261641	2127	5581	2408	2533	2864	1604	1196	3311
ENSG00000261642	0	0	0	0	0	0	0	0
ENSG00000261644	178	21	167	99	248	121	122	60
ENSG00000261645	7	2	7	0	6	11	1	4
ENSG00000261646	0	0	1	0	6	0	0	1
ENSG00000261647	0	7	0	2	0	0	0	0
ENSG00000261648	1	0	0	0	0	0	0	0
ENSG00000261649	1	17	13	61	6	13	1	274
ENSG00000261650	0	16	0	0	0	0	0	0
ENSG00000261651	0	5	0	1	0	0	0	0
ENSG00000261652	80	125	242	187	101	56	63	84
ENSG00000261653	1	1	0	0	0	0	0	0
ENSG00000261654	21	29	35	28	30	16	19	14
ENSG00000261655	248	209	383	44	424	356	140	63
ENSG00000261656	94	76	167	288	152	91	83	148
ENSG00000261659	18	33	22	21	27	15	9	17
ENSG00000261663	100	381	162	100	179	155	79	183
ENSG00000261664	37	34	94	59	52	19	66	68
ENSG00000261665	0	0	0	0	1	2	0	0
ENSG00000261666	0	0	0	0	0	1	0	0
ENSG00000261667	0	0	0	0	13	0	0	2
ENSG00000261668	27	49	54	49	32	27	21	43
ENSG00000261669	27	46	26	20	77	52	3	83
ENSG00000261670	10	19	11	3	14	5	9	30
ENSG00000261671	19	4	42	7	44	12	15	12
ENSG00000261673	0	0	0	0	1	0	0	0
ENSG00000261675	0	0	0	0	0	0	0	0
ENSG00000261678	4	23	16	7	16	5	0	1
ENSG00000261679	1	2	0	0	0	0	1	0
ENSG00000261680	0	3	1	0	0	0	0	1
ENSG00000261682	0	0	0	0	0	0	0	0
ENSG00000261683	0	0	0	0	0	0	0	0
ENSG00000261684	2021	1002	1990	1081	2075	1634	1525	898
ENSG00000261687	92	172	85	184	79	54	54	72
ENSG00000261689	0	0	0	0	0	0	0	0
ENSG00000261691	238	439	222	199	272	238	185	304
ENSG00000261692	0	2	1	1	3	0	0	0
ENSG00000261693	7	11	14	6	9	3	6	9
ENSG00000261695	2	0	0	0	0	0	0	0
ENSG00000261696	0	0	2	0	3	0	0	0
ENSG00000261697	0	0	0	0	0	0	2	0
ENSG00000261701	157	120	22	5	23	28	62	7
ENSG00000261702	0	0	0	0	0	0	0	0
ENSG00000261703	3	0	0	0	2	2	3	0
ENSG00000261704	0	0	2	6	0	0	0	0
ENSG00000261706	41	0	20	0	46	24	14	0
ENSG00000261707	118	257	270	282	233	135	115	41
ENSG00000261708	0	0	0	0	0	0	0	0
ENSG00000261709	0	0	0	0	0	0	0	0
ENSG00000261710	0	3	0	0	0	0	0	0
ENSG00000261711	0	0	0	0	0	0	0	0
ENSG00000261713	1	0	1	0	1	2	0	2
ENSG00000261714	1	0	0	0	3	0	3	1
ENSG00000261715	1	0	0	0	0	0	0	0
ENSG00000261716	6	36	5	19	12	16	1	17
ENSG00000261717	114	103	172	144	149	130	92	64
ENSG00000261719	0	0	0	0	0	0	0	0
ENSG00000261720	0	0	0	0	0	2	0	1
ENSG00000261722	0	0	0	0	1	1	0	0
ENSG00000261723	3	17	15	18	25	15	4	36
ENSG00000261725	0	0	0	0	0	0	0	0
ENSG00000261727	0	0	0	0	0	0	0	0
ENSG00000261728	0	7	5	0	3	0	0	10
ENSG00000261729	0	0	0	0	2	1	0	3
ENSG00000261730	44	12	71	4	78	31	35	14
ENSG00000261731	269	257	60	7	26	78	90	138
ENSG00000261732	1952	2225	3669	1733	3872	2055	1330	4047
ENSG00000261734	5	0	4	0	0	0	0	0
ENSG00000261736	0	1	4	0	10	5	0	4
ENSG00000261738	0	1	0	0	0	0	0	0
ENSG00000261739	10	16	25	7	18	16	10	7
ENSG00000261740	40	56	113	166	63	51	31	59
ENSG00000261741	0	0	3	0	0	2	0	0
ENSG00000261742	78	13	138	11	100	94	133	67
ENSG00000261743	0	1	0	0	0	0	0	0
ENSG00000261744	22	28	87	18	69	63	23	29
ENSG00000261745	0	0	1	0	0	1	1	0
ENSG00000261747	0	0	0	0	0	0	0	0
ENSG00000261748	0	0	0	0	0	0	0	0
ENSG00000261749	0	0	0	0	0	0	0	0
ENSG00000261751	0	0	0	0	0	0	0	0
ENSG00000261752	0	0	0	0	0	0	0	0
ENSG00000261754	171	20	162	51	158	87	87	42
ENSG00000261757	1	21	6	1	13	18	2	3
ENSG00000261758	1	6	6	2	6	2	1	8
ENSG00000261759	2312	3016	1844	1169	2002	1458	1830	1648
ENSG00000261760	0	0	6	0	3	0	0	0
ENSG00000261761	0	0	0	0	0	1	1	0
ENSG00000261762	28	217	25	132	17	36	8	60
ENSG00000261763	0	0	0	0	0	0	0	0
ENSG00000261764	0	0	0	0	0	0	1	0
ENSG00000261765	8	5	2	18	5	7	5	5
ENSG00000261766	70	80	127	23	71	55	27	36
ENSG00000261770	51	17	69	40	90	42	36	53
ENSG00000261771	4952	6838	6942	5835	6939	5122	3868	5588
ENSG00000261774	1	0	0	0	0	0	0	0
ENSG00000261775	11	12	11	9	8	12	6	9
ENSG00000261776	0	0	0	0	0	0	0	0
ENSG00000261777	38	55	74	70	85	46	61	23
ENSG00000261778	0	0	0	0	0	0	0	0
ENSG00000261779	25	37	20	21	13	17	26	15
ENSG00000261780	0	8	3	0	8	6	1	1
ENSG00000261781	0	0	0	0	0	0	0	0
ENSG00000261782	0	0	0	1	0	0	0	0
ENSG00000261783	13	34	34	79	22	34	2	7
ENSG00000261786	722	69	1053	101	952	431	303	372
ENSG00000261787	7	0	61	13	8	24	0	25
ENSG00000261789	0	0	2	0	1	0	0	0
ENSG00000261790	568	1502	861	606	723	490	443	674
ENSG00000261792	0	0	2	0	4	0	0	0
ENSG00000261793	6	36	62	88	7	2	2	44
ENSG00000261794	228	347	197	110	352	214	85	236
ENSG00000261795	0	0	17	5	1	3	15	67
ENSG00000261796	2142	2941	2879	2112	2992	1734	1838	1671
ENSG00000261797	0	1	0	1	0	2	0	0
ENSG00000261798	9	80	27	5	18	6	7	30
ENSG00000261799	896	1117	1372	526	1430	721	672	835
ENSG00000261800	0	0	0	0	0	0	0	0
ENSG00000261801	163	1011	387	426	477	431	191	749
ENSG00000261802	0	0	0	0	0	0	0	0
ENSG00000261803	0	0	7	3	1	0	0	0
ENSG00000261804	26	92	29	242	47	47	10	67
ENSG00000261807	0	77	0	0	0	7	0	0
ENSG00000261809	0	0	0	0	0	0	0	0
ENSG00000261810	0	1	1	0	0	0	0	0
ENSG00000261811	0	0	0	0	0	0	0	0
ENSG00000261812	1	40	20	27	2	3	2	24
ENSG00000261813	0	0	1	1	0	0	0	0
ENSG00000261815	0	0	0	0	0	0	0	0
ENSG00000261816	0	0	1	1	0	0	0	1
ENSG00000261817	1	1	0	0	0	0	0	1
